0.100000	0.743362 0.709768 0.739078 0.770494 0.777063 0.767763 0.774341 0.777792 0.804433 0.786534 0.801039 0.776754 0.792188 0.794989 0.761718 0.778580 0.790180 0.778407 0.790455 0.761224 
0.110000	0.752972 0.755987 0.760985 0.766682 0.757100 0.793172 0.813681 0.807665 0.792472 0.812525 0.783963 0.780961 0.812324 0.794404 0.816038 0.809862 0.825527 0.817924 0.802189 0.805683 
0.120000	0.758495 0.760832 0.779930 0.756370 0.773210 0.833008 0.792453 0.790991 0.794685 0.837152 0.835008 0.823515 0.815151 0.817501 0.825662 0.836380 0.832948 0.824630 0.826280 0.821733 
0.130000	0.748187 0.756539 0.783164 0.771845 0.807340 0.816528 0.811491 0.806900 0.802881 0.795275 0.802162 0.818172 0.811945 0.837213 0.817073 0.819089 0.830600 0.832509 0.799028 0.835367 
0.140000	0.764878 0.802377 0.819888 0.795884 0.814142 0.799734 0.814804 0.779446 0.811898 0.868599 0.826436 0.820680 0.838223 0.844299 0.833587 0.854821 0.782562 0.839080 0.843241 0.839126 
0.150000	0.793222 0.764443 0.812292 0.773208 0.811353 0.837223 0.824583 0.814619 0.819367 0.814752 0.867923 0.848155 0.851214 0.848760 0.868923 0.802690 0.817460 0.846602 0.854682 0.844143 
0.160000	0.777144 0.775843 0.776615 0.813709 0.790897 0.849831 0.819962 0.858387 0.850936 0.825218 0.843758 0.824401 0.828900 0.844369 0.846185 0.843386 0.858805 0.836720 0.852715 0.857521 
0.170000	0.794801 0.851488 0.821328 0.831143 0.835751 0.839758 0.861584 0.872144 0.892406 0.855675 0.841891 0.858200 0.828724 0.876028 0.909386 0.861364 0.884636 0.886125 0.854413 0.829380 
0.180000	0.798482 0.774502 0.819415 0.828378 0.826950 0.849166 0.866844 0.870591 0.881902 0.843321 0.820222 0.862809 0.875836 0.851017 0.834031 0.880750 0.857081 0.850013 0.873386 0.861765 
0.190000	0.784727 0.789547 0.830924 0.809196 0.812348 0.862745 0.868447 0.859174 0.846482 0.857657 0.888613 0.857161 0.880089 0.848337 0.858071 0.893347 0.848429 0.891741 0.895863 0.891666 
0.200000	0.844241 0.844382 0.833641 0.917334 0.865689 0.854129 0.874703 0.866308 0.868971 0.886856 0.863703 0.880947 0.893086 0.877633 0.854081 0.911778 0.865708 0.836452 0.933900 0.865269 
0.210000	0.837606 0.849512 0.860106 0.853636 0.884119 0.893666 0.858281 0.888074 0.885288 0.880787 0.884889 0.903080 0.872587 0.819348 0.910626 0.914568 0.893479 0.888192 0.905299 0.841374 
0.220000	0.841348 0.870906 0.862078 0.881457 0.843399 0.888106 0.859454 0.871628 0.867615 0.891067 0.897904 0.881582 0.867154 0.857022 0.925249 0.877516 0.850357 0.904014 0.919027 0.865284 
0.230000	0.860332 0.885490 0.893354 0.904080 0.910408 0.884426 0.912448 0.884258 0.897329 0.898313 0.908597 0.905185 0.917510 0.914557 0.937257 0.907345 0.920582 0.896516 0.933946 0.909454 
